"Ticker","TickerType","Company","Traded","Transaction","Trade_Size_USD","Subholding","Description","Name","Filed","Party","District","Chamber","Comments","excess_return","State","last_modified"
"LNG","ST","CHENIERE ENERGY, INC. COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-5.57472135047366,"New Jersey",2024-03-08
"TTD","ST","THE TRADE DESK, INC. - CLASS A COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",9.6240385112545,"New Jersey",2024-03-08
"DE","ST","DEERE & COMPANY COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-7.13943960440728,"New Jersey",2024-03-08
"IBM","OP","INTERNATIONAL BUSINESS MACHINES CORPORATION COMMON STOCK",2024-02-01,"Purchase","$1,001 - $15,000"," WEBULL","EXPIRATION DATE IS 2/16/2024","James Calhoun",2024-02-06,"R"," CT00","House","",-2.29450194900245,"Michigan",2024-02-07
"MRNA","ST","MODERNA, INC. - COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",0.352160868276227,"New Jersey",2024-03-08
"FSLR","ST","FIRST SOLAR, INC. - COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-4.84344536894701,"New Jersey",2024-03-08
"SCHW","ST","CHARLES SCHWAB CORPORATION",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",3.13454790147782,"New Jersey",2024-03-08
"MS","ST","MORGAN STANLEY COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-2.72882058688832,"New Jersey",2024-03-08
"MSCI","ST","MSCI INC. COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-14.3816733681709,"New Jersey",2024-03-08
"GOOGL","ST","ALPHABET INC. - CLASS A COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000","","PART OF MY SPOUSE'S RETIREMENT PORTFOLIO.","Earl Blumenauer",2024-03-02,"D"," OR03","House","",-4.51147327623513,"Oregon",2024-03-05
"EXAS","ST","EXACT SCIENCES CORPORATION - COMMON STOCK",2024-02-01,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-03-07,"D"," NJ05","House","",-14.2550331178496,"New Jersey",2024-03-08
"HTGC","ST","HERCULES CAPITAL, INC. COMMON STOCK",2024-02-01,"Purchase","$1,001 - $15,000","","","Virginia Foxx",2024-03-07,"R"," NC05","House","",0.593613785163051,"North Carolina",2024-03-08
"COST","ST","COSTCO WHOLESALE CORPORATION",2024-01-31,"Purchase","$1,001 - $15,000"," TRUST ONE","","Pete Sessions",2024-02-29,"R"," TX17","House","",-1.47581646335828,"Texas",2024-03-01
"JPM","ST","JP MORGAN CHASE & CO. COMMON STOCK",2024-01-31,"Purchase","$1,001 - $15,000"," HERN FAMILY REVOCABLE TRUST > BROKERAGE INVESTMENT ACCOUNT","DIVIDEND REINVESTMENT","Kevin Hern",2024-02-11,"R"," OK01","House","",3.24096408447675,"Oklahoma",2024-02-12
"PRNDY","ST","PERNOD RICARD S A SP/ADR",2024-01-30,"Purchase","$1,001 - $15,000"," KEAN FAMILY PARTNERSHIP","","Thomas H. Kean Jr.",2024-02-20,"R"," NJ07","House","",-5.25333126189576,"New Jersey",2024-02-21
"ALNY","ST","ALNYLAM PHARMACEUTICALS, INC. - COMMON STOCK",2024-01-29,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-21.614130848483,"New Jersey",2024-02-16
"NGL","ST","NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS",2024-01-29,"Sale","$100,001 - $250,000"," EQUITABLE RETIREMENT ACCOUNT","","Mark Dr Green",2024-02-01,"R"," TN07","House","",-1.7088110724736,"Tennessee",2024-02-02
"ISRG","ST","INTUITIVE SURGICAL, INC. - COMMON STOCK",2024-01-29,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",0.413270758438254,"New Jersey",2024-02-16
"VIG","Stock","Vanguard Div Appreciation ETF",2024-01-26,"Sale (Partial)","$15,001 - $50,000","","","Graham, Lindsey",2024-01-26,"R","","Senate","",-1.32854507594273,"South Carolina",2024-01-26
"USFR","Stock","Wisdomtree Floating Rate Treasury Fund",2024-01-26,"Purchase","$15,001 - $50,000","","","Graham, Lindsey",2024-01-26,"R","","Senate","",-4.50076092648337,"South Carolina",2024-01-26
"MSFT","ST","MICROSOFT CORPORATION - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-1.94321906705591,"Michigan",2024-02-26
"GOOG","ST","ALPHABET INC. - CLASS C CAPITAL STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-12.2614903971322,"Michigan",2024-02-26
"BRK.B","ST","BERKSHIRE HATHAWAY INC. NEW COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",2.36693841402987,"Michigan",2024-02-26
"BRK.B","ST","BERKSHIRE HATHAWAY INC. NEW COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",2.36693841402987,"Michigan",2024-02-26
"GOOGL","ST","ALPHABET INC. - CLASS A COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-11.8349014834682,"Michigan",2024-02-26
"MSFT","ST","MICROSOFT CORPORATION - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-1.94321906705591,"Michigan",2024-02-26
"GOOG","ST","ALPHABET INC. - CLASS C CAPITAL STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-12.2614903971322,"Michigan",2024-02-26
"LRCX","ST","LAM RESEARCH CORPORATION - COMMON STOCK",2024-01-25,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",0.343800808610343,"New Jersey",2024-02-16
"NOW","ST","SERVICENOW, INC. COMMON STOCK",2024-01-25,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-7.76720054164995,"New Jersey",2024-02-16
"TSLA","ST","TESLA, INC. - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-15.2323880895214,"New Jersey",2024-02-16
"AMZN","ST","AMAZON.COM, INC. - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",5.77136678521643,"Michigan",2024-02-26
"AAPL","","APPLE INC. - COMMON STOCK",2024-01-25,"Sale","$15,001","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-15.8945085358605,"Michigan",2024-02-26
"ON","ST","ON SEMICONDUCTOR CORPORATION - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-1.79694961560775,"New Jersey",2024-02-16
"AMZN","ST","AMAZON.COM, INC. - COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",5.77136678521643,"Michigan",2024-02-26
"APH","ST","AMPHENOL CORPORATION COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",3.62579693114534,"New Jersey",2024-02-16
"AAPL","ST","APPLE INC. - COMMON STOCK",2024-01-25,"Sale","$15,001 - $50,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-15.8945085358605,"Michigan",2024-02-26
"GOOGL","ST","ALPHABET INC. - CLASS A COMMON STOCK",2024-01-25,"Sale","$1,001 - $15,000","","","Shri Thanedar",2024-02-23,"D"," MI13","House","",-11.8349014834682,"Michigan",2024-02-26
"GLAS FUNDS, LP","HN","MERCATO PARTNERS TRAVERS IV QP, LP",2024-01-25,"Purchase","$468.43"," 2012 TRUST","CAPITAL CALL FOR MERCATO PARTNERS TRAVERSE IV QP, LP THROUGH GLAS LP","Max Miller",2024-01-26,"R"," OH07","House","",NA,"Ohio",2024-01-26
"ABG","ST","ASBURY AUTOMOTIVE GROUP INC COMMON STOCK",2024-01-24,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-2.98171383019547,"New Jersey",2024-02-16
"CHRD","ST","CHORD ENERGY CORPORATION - COMMON STOCK",2024-01-24,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",2.58430058657746,"New Jersey",2024-02-16
"TPH","ST","TRI POINTE HOMES, INC. COMMON STOCK",2024-01-24,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-4.08322509627301,"New Jersey",2024-02-16
"LOW","ST","LOWE'S COMPANIES, INC. COMMON STOCK",2024-01-24,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",10.8479027302953,"New Jersey",2024-02-16
"AGIO","ST","AGIOS PHARMACEUTICALS, INC. - COMMON STOCK",2024-01-24,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",33.8053029376953,"New Jersey",2024-02-16
"INTC","Stock Option","Intel Corporation - Common Stock",2024-01-24,"Sale (Full)","$15,001 - $50,000","","Option Type: Put Strike price: $45.00  Expires: 12/20/2024","Tuberville, Tommy",2024-02-14,"R","","Senate","",-18.5249031875641,"Alabama",2024-02-15
"RPM","Stock","RPM International Inc. Common Stock",2024-01-24,"Sale (Partial)","$15,001 - $50,000","","","Sullivan, Dan",2024-02-09,"R","","Senate","Third Party investment professional manages portfolio and oversees long-term diversification strategy that regularly includes similar transactions.",3.22294099755895,"Alaska",2024-02-10
"MEDP","ST","MEDPACE HOLDINGS, INC. - COMMON STOCK",2024-01-24,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",28.4061696694056,"New Jersey",2024-02-16
"AMD","ST","ADVANCED MICRO DEVICES, INC.",2024-01-24,"Purchase","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",1.77671709980387,"New Jersey",2024-02-16
"LAD","ST","LITHIA MOTORS, INC. COMMON STOCK",2024-01-24,"Sale","$1,001 - $15,000"," MORGAN STANLEY - SELECT UMA ACCOUNT # 1","","Josh Gottheimer",2024-02-15,"D"," NJ05","House","",-9.82554594243702,"New Jersey",2024-02-16
"PANW","ST","PALO ALTO NETWORKS, INC.",2024-01-24,"Purchase","$1,001 - $15,000"," BILL'S IRA","","William R. Keating",2024-02-05,"D"," MA09","House","",-22.456074296719,"Massachusetts",2024-02-06
"MRK","ST","MERCK & COMPANY, INC. COMMON STOCK",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.07140403352758,"North Carolina",2024-02-07
"SYY","ST","SYSCO CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",1.67715053640748,"North Carolina",2024-02-07
"MRK","ST","MERCK & COMPANY, INC. COMMON STOCK",2024-01-23,"Purchase","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.07140403352758,"North Carolina",2024-02-07
"JPM","ST","JP MORGAN CHASE & CO.",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",7.13694042970174,"North Carolina",2024-02-07
"MSFT","ST","MICROSOFT CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-1.08119497731457,"North Carolina",2024-02-07
"4.WEEK, MATURE","GS","TREASURY BILL",2024-01-23,"Purchase","$15,001 - $50,000"," TREASURY DIRECT","","Rudy Yakym Iii",2024-01-29,"R"," IN02","House","",NA,"Indiana",2024-01-30
"LRCX","ST","LAM RESEARCH CORPORATION",2024-01-23,"Sale","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",4.12462658962405,"North Carolina",2024-02-07
"AMGN","ST","AMGEN INC.",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-18.7158274823612,"North Carolina",2024-02-07
"GOOG","ST","ALPHABET INC. - CLASS C CAPITAL STOCK",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-9.85180426585242,"North Carolina",2024-02-07
"INTU","ST","INTUIT INC.",2024-01-23,"Sale","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-7.09322852567652,"North Carolina",2024-02-07
"INTU","ST","INTUIT INC.",2024-01-23,"Sale","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-7.09322852567652,"North Carolina",2024-02-07
"TJX","ST","TJX COMPANIES, INC.",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-2.85387491763226,"North Carolina",2024-02-07
"AON","ST","AON PLC CLASS A ORDINARY SHARES",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-0.700889299612274,"North Carolina",2024-02-07
"MDT","ST","MEDTRONIC PLC. ORDINARY SHARES",2024-01-23,"Purchase","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-8.68151965986035,"North Carolina",2024-02-07
"GOOGL","ST","ALPHABET INC. - CLASS A",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-9.45858331210139,"North Carolina",2024-02-07
"CFG","ST","CITIZENS FINANCIAL GROUP, INC.",2024-01-23,"Purchase","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.23385360353062,"North Carolina",2024-02-07
"LRCX","ST","LAM RESEARCH CORPORATION",2024-01-23,"Sale","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",4.12462658962405,"North Carolina",2024-02-07
"LRCX","ST","LAM RESEARCH CORPORATION",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",4.12462658962405,"North Carolina",2024-02-07
"CAT","ST","CATERPILLAR, INC.",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",14.6562147416728,"North Carolina",2024-02-07
"MSFT","ST","MICROSOFT CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-1.08119497731457,"North Carolina",2024-02-07
"COST","ST","COSTCO WHOLESALE CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",0.059093479593213,"North Carolina",2024-02-07
"CFG","ST","CITIZENS FINANCIAL GROUP, INC.",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.23385360353062,"North Carolina",2024-02-07
"MU","ST","MICRON TECHNOLOGY, INC.",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",1.06162912679876,"North Carolina",2024-02-07
"CME","ST","CME GROUP INC. - CLASS A",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",1.16005523824548,"North Carolina",2024-02-07
"NKE","ST","NIKE, INC.",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-7.6911338400999,"North Carolina",2024-02-07
"MDT","ST","MEDTRONIC PLC. ORDINARY SHARES",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-8.68151965986035,"North Carolina",2024-02-07
"PG","ST","PROCTER & GAMBLE COMPANY",2024-01-23,"Purchase","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-0.667454254881725,"North Carolina",2024-02-07
"ABT","ST","ABBOTT LABORATORIES",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.16625564854644,"North Carolina",2024-02-07
"CRM","ST","SALESFORCE, INC.",2024-01-23,"Purchase","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",0.871345082695989,"North Carolina",2024-02-07
"AAPL","ST","APPLE INC.",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-17.031834520411,"North Carolina",2024-02-07
"CRM","ST","SALESFORCE, INC.",2024-01-23,"Purchase","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",0.871345082695989,"North Carolina",2024-02-07
"NKE","ST","NIKE, INC.",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-7.6911338400999,"North Carolina",2024-02-07
"GOOGL","ST","ALPHABET INC. - CLASS A",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-9.45858331210139,"North Carolina",2024-02-07
"AAPL","ST","APPLE INC.",2024-01-23,"Sale","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-17.031834520411,"North Carolina",2024-02-07
"SYY","ST","SYSCO CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",1.67715053640748,"North Carolina",2024-02-07
"ACN","ST","ACCENTURE PLC CLASS A ORDINARY SHARES",2024-01-23,"Sale","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.19170719446091,"North Carolina",2024-02-07
"MSFT","ST","MICROSOFT CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-1.08119497731457,"North Carolina",2024-02-07
"CB","ST","CHUBB LIMITED",2024-01-23,"Purchase","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",1.15872181487498,"North Carolina",2024-02-07
"PKG","ST","PACKAGING CORPORATION OF AMERICA",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",4.38918100904745,"North Carolina",2024-02-07
"ABT","ST","ABBOTT LABORATORIES",2024-01-23,"Sale","$1,001 - $15,000"," MV CAPITAL - GST EXEMPT TRUST #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.16625564854644,"North Carolina",2024-02-07
"JPM","ST","JP MORGAN CHASE & CO.",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",7.13694042970174,"North Carolina",2024-02-07
"ACN","ST","ACCENTURE PLC CLASS A ORDINARY SHARES",2024-01-23,"Sale","$1,001 - $15,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-4.19170719446091,"North Carolina",2024-02-07
"GOOGL","ST","ALPHABET INC. - CLASS A",2024-01-23,"Sale","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-9.45858331210139,"North Carolina",2024-02-07
"COST","ST","COSTCO WHOLESALE CORPORATION",2024-01-23,"Purchase","$1,001 - $15,000"," THE 2011 RANDALL R. KAPLAN LIVING TRUST > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",0.059093479593213,"North Carolina",2024-02-07
"AAPL","ST","APPLE INC.",2024-01-23,"Sale","$15,001 - $50,000"," KATHY MANNING GST FBO RANDALL KAPLAN > MANKAP FAMILY LLC > MV CAPITAL - BROKERAGE #2","","Kathy Manning",2024-02-06,"D"," NC06","House","",-17.031834520411,"North Carolina",2024-02-07
